review,sentiment
"I got subjected to this pile one Wednesday afternoon when my mother-in-law was watching it. I can't get over someone basically doing a remake of a crappy high budget Hollywood flop (""the CORE"" with washed up actors like Luke Perry). If the HIGH budget one flopped, what makes people think doing the SAME movie 2 years later with NO budget would go anywhere? I was laughing through most of the movie because of how insanely similar it was (in fact I am shocked it's not held up in Legal rather than airing on TV), and how it was basically the script of the CORE just redone badly, which if you have seen ""the Core"", you know why doing it worse is funny, since the CORE was ALREADY so bad it was funny.<br /><br />If you enjoy getting a laugh out of REALLY bad movies, this one will be right up your alley. The only thing I can say, is that I wish Luke Perry was able to have a career, because he isn't a horrible actor.. he just lands horrible roles. Crappy made for TV movies that will only run on daytime television is pretty much one step closer to the end for him, if it wasn't for 90210 he would have a career.",0
"Most people, when they think of expressionist cinema, look to the b&w German films of the silent and early sound eras--films that emphasized canted angles, extreme contrasts of light and dark, exaggerated performance, and occasional uses of surrealism to create a dreamlike atmosphere in order to diverge from traditional, naturalistic modes of cinematic representation. If we're willing to accept that the Germans were not the only filmmakers to create expressionist cinema (and that those above-mentioned characteristics are not prerequisites for expressionist film), then I would argue that Dodes'ka-den (DKD) is a prime example of this type of film. <br /><br />Like Dreams, DKD is a little unhinged for a Kurosawa film, dabbling, as it does, in the unreal. However, DKD is also, unlike Dreams, a great film and probably my favorite Kurosawa picture. Why? Mostly, I think, it's the colors. This was, I believe, Kurosawa's first color film, and the man saturates the movie with vibrant primary colors, creating a completely unreal contemporary Japan. We are used to the neon lights and gleaming Tokyo skyscrapers; we are not used to a city that appears to have been colored with crayons. <br /><br />DKD is, as I said, a peculiar film inasmuch as many of its characters live in a junkyard, appearing to live in an alternate universe. That is, I think, the point--these are the Tokyo outsiders, the people left behind during the great move forward following World War II. The film also represents one of Kurosawa's more heartfelt movies; there is genuine sentiment here and genuine pathos (such as when the boy's father describes their dream home). It's an amazingly moving film from a man better known for stunning, John Ford-like vistas and samurais. Everyone should have known Kurosawa had in him a movie as touching and thought provoking as this (Ikiru foreshadows the emotional resonance of this film in many ways). <br /><br />I will also argue, to the last, that this is Kurosawa's greatest achievement. His samurai films, though capable pictures, pale in comparison to works by Kobayashi (Hara-kiri is the greatest, most intelligent samurai film committed to celluloid). Rashomon, Hidden Fortress, Seven Samurai, Yojimbo, Sanjuro, Kagemusha, and Ran are all fine films, but they're merely good (and, frankly, I think that word is too generous for Hidden Fortress and Kagemusha). DKD is a great movie, as is Ikiru. They are the crown jewels that show Akira was not a one-trick samurai pony. They reveal his artistry and mastery of cinema.",1
"I think its time for Seagal to go quietly into the night. What I have just seen makes all his direct to video releases in the last few years look like his early 90's smash hits in comparison.<br /><br />A secret bio lab is making a new kind of drug that jacks up a human's adrenaline system to the point where they become psychopathic killers or something. Somehow Seagal is supposed to stop the infection or its the end of the world...or something. Seagal also went through hit squads like jellybeans, every time I look up he was commanding a new face so it kinda got hard to follow character development as well I know Steven's athsma prevent him from yelling at the top of his lungs but even so why is he constantly being dubbed by people who sound nothing like him? Usually the films plot and action sequences can save it from being a total waste of time but this was not even close. Like I said, it was more of a horror movie with a lot of blood and shank stabbing rather than straight up fighting. The problem was it wasn't really scary and Seagal looked completely out of place because the infected people were supposed to have speed of light movement yet the 40 year old 280 lb Seagal killed them all singlehandedly? I guess the lone highlight of the movie was the first 20 minutes where the new recruits ask Seagal to come to the strip club with them.<br /><br />2 out of 10",0
"Viva Variety was a unique hybrid program that was both a parody of and a tribute to the programs it represented. <br /><br />It was most directly a mock up of the classic 1970s favorite, ""The Sonny & Cher Show,"" With Thomas Lennon and Kerri Kenney playing a divorced show biz couple who were somehow forced to host this program together, the female of the pair towering over the male, and the constant barrage of ""insult humor"" the couple tossed at each other, plus sketch comedy bits and performances from what are most kindly described as ""specialty"" acts! <br /><br />The ""hybrid"" was the mix of fact and fantasy. Of course, there was no ""Mr. and Former Mrs. Laupin,"" and the program's announcer, Johnny Bluejeans, was likewise equally fictional. But all the acts that performed were certainly real, and some were even entertaining! But there were also some acts that would have clearly been better suited for the old Chuck Barris ""Gong Show."" <br /><br />The show itself was really more like an extended sketch from ""SCTV"" (it was borne from the MTV series, ""The State,"" after all), and some would suggest that it would have been better as a five minute bit in the mix of a program like that one, rather than a stand alone series. But ""Viva Variety"" certainly should get high marks for original concepts, and even though it was often more odd than funny, it was certainly worthwhile, especially when they road tripped to Las Vegas and brought in even glitzier acts to perform. It's unlikely we'll ever see anything like this on television again.",1
"A man named Jerry comes into possession of an ancient Aztec doll.However this creepy little figure is possessed by an evil spirit,which takes over Jerry's body and pushes him to spill the blood...I have seen two other horror movies ""The Dorm that Dripped Blood"" and ""The Kindred"" made by Stephen Carpenter and Jeffrey Obrow and I must say that ""The Power"" doesn't disappoint either.The plot is slow-moving,but there are some effective human goo effects and a little bit of gore.The scene of a female tabloid reporter being attacked by arms that come ripping out of a mattress is a hoot.I liked this low-budget horror movie and you should too,if you are into 80's horror genre.8 out of 10.",1
"When Jean seduces the young gardener for the sole purpose of annoying her husband little does she realise the explosive drama that is to follow.<br /><br />The short scenario does not waste a word or a frame in this brief interlude in the day of a dysfunctional family. The lives of the father, mother and son are all linked in some way with the gardener. It's this fact that makes the script so intriguing.<br /><br />For such a short film the production is every bit as professional as any major work and the casting is ideal.<br /><br />A wonderful little film that can guarantee a few laughs from beginning to end.",1
"As I sat watching this episode I kept glancing at the clock waiting for something to happen. As the hour wound down I thought they were really going to give us a big pop at the end, and then - nothing. The whole family is huddled around the Christmas tree like something from the Hallmark Channel then, fade to black.<br /><br />Perhaps one of the poorest season finales I've ever seen. Nothing at all to drum up any excitement for next season. The only thing thrown out as any sort of incentive to watch the next season was the ambiguous nugget offered up by Agent Harris while pawing a sub sandwich that the guys in New York were looking to get one of the guys in New Jersey. Wow, really? I would never expect something like that from mobsters, I'm on the edge of my seat.<br /><br />It almost seems like they're trying to get everyone to lose interest. They start more plot lines that end up just disappearing than any show I've ever seen. They tease and hint but rarely deliver any more.<br /><br />What's with the Arabs that hang out at the Bing? They keep throwing them in front of us and magically, nothing happens.<br /><br />Paulie knee caps some kid after Tony promised his mother that nothing would happen to her son and, poof, gone in the wind.<br /><br />And how many more meandering drug montages with Christopher are we going to have to endure? Please, have him get arrested or overdose or something interesting.<br /><br />This was one of the few shows that I used to looked forward to watching but now, forgetta-bout it.",0
"Mmmm, a previous summary says ""if you like aliens and predator you will enjoy this film"" i could not disagree more, this film pays no respect to its weighty lineage and has reduced two of the best loved sci fi strands to little more than a teen horror slasher movie, it has none of the tension or foreboding present in previous alien or predator movies and there is no discernible lead character, i really did not care about any of the characters and i positively yearned to see the stereotypical cast die as soon as possible in the vain hope something better would replace them, it really takes super human incompetence to have two of the most fearsome creatures ever invented positively fail to make a gripping thrilling movie, only watch this if you want to see how NOT to do it.",0
"Blonde and Blonder has Pamela Anderson and Denise Richards in almost every scene and if you want more from a movie you're being utterly unreasonable. It feels like a late era Carry On, when the series was no longer blazing trails, but was still more funny than not, think Behind or England and you won't be too far off the mark. Pamela and Denise are bubbly, charming and clearly aware this isn't a masterpiece they're making, although you can give me it over lots of things I'm told to like. The supporting cast are energetic, even if some of them aren't particularly good; I can't see a couple of duff turns in a movie that's already practically forgotten making much difference to anything, so just smile. I really do think Blonde and Blonder is ace and I hope you hate me for it.",1
"This Columbo episode is one of the better and perhaps one of my personal favorites. The cast includes Rosemary's Baby John Cassavetes as the maestro, his wife played by Blythe Danner (Gwyneth Paltrow's mom) and his mother-in-law played by Myrna Loy (one of America's greatest leading actresses in film of our time). Anyway I disagree with anybody who criticizes against this film. This episode is one of my favorites because you have an excellent cast who do a superb job in performing. I love watching Columbo with his beloved dog who he never names in the series. This time, the episode focuses in on classical music at the Hollywood Bowl, one of L.A.'s attractions. Of course, Columbo becomes as interested in classical music as he does anything else involving a crime.",1
"I am so insulted by this movie, it's not even funny... And I thought ""Mulan"" was unbelievable! However low my expectations of Disney have become, I never figured they'd do something so stereotypical yet so off. There is no respect here for any true Chinese culture, just the Hollywood tradition of random martial arts.<br /><br />I appreciate that they tried to make Wendy into a normal teenage girl... But, fortunately, most normal teenage girls--particularly Asian teenage girls--are much less obsessed with such shallow aspects of life. And from a cultural stand point, it's almost impossible. Yes, there are girls who are wrapped up in popularity and fashion, but they're pretty rare. And even the ones who are are still fairly decent scholars. Another stereotype, maybe, but a fairly true one. Because that's how Chinese parents work. That's how Chinese values work. If they wanted to go for authenticity, they would've made Wendy an ironic girl with glasses and a love-hate relationship with her family.<br /><br />This just adds to my frustration with American movies. Asian culture isn't about meditation and vague, nature-oriented phrases that sound wise. We don't walk around smiling enigmatically all the time, and we don't all know some form of martial arts. We're a PEOPLE, and I'd appreciate it if someone would write an Asian part that doesn't portray us as some sad caricature.",0
"Like his early masterpiece ""The Elephant Man"" Lynch proves to his detractors that he can tell a straight, simple story without losing his artistic touch. This is a true story of an elderly retired man (expertly played by Richard Farnsworth) who decides to ride a tractor across a few states to pay a final visit to his estranged brother who now stands at death's door. A beautiful score from Badalamenti, exquisite photography of rural life (love those aerial corn-field shots), and a sly director's hand that reveals man's basic humanity, this is a beautiful slice of life film. Its extremely slow pace may lull some viewers to sleep, but those who stay for along for the ride will be well rewarded in the end.",1
"This is waaaaay to much.. so frustrating to watch.. I was waiting for the whole damn movie to end and to finally get some ANSWERS!!.. and what I've had in the end was nothing but a HUUUGE neon-sign question mark above my head!!!!! I haven't seen such a bad acting and such a nonsense movie in a long long time.. and what's bothering me is.. how come someone (an actor) read the script of such a bull!?#@ movie and say: OK, I'M IN!!! LET'S FILM THIS! This is horrible!!! THIS MOVIE SUUUUUUUUUUUUCKS!!!!!! I just can't believe I've spent an hour and a half of my life on something like this!!!",0
This started out as a good sketch comedy. The first few shows were very good and I was looking forward to a long run. What was really funny was the Mariah Carey imitation and the take off on Beverly Hills 90210 featuring the hair fight. The Delta Burke vs William Conrad heavy weight battle was also good. Unfortunately the following shows went downhill relatively quickly. The writing became uninspired and oh so predictable as if the show had acquired a cult following in it's young tenure. Nothing fresh was being offered and the recurring skits were boring. One example is the gun family (or whatever it was called) which became a weekly feature. This sketch was not all that funny to begin with let alone being a regular feature. An example of a quick promising start then a sudden fall.,0
"When you think of brilliant Australian comedy you don't think of Skit shows (Although I'm quite partial to a bit of 80's and 90's Full Frontal) or even Sitcoms - you think of SATIRE! Something that we Australians really know how to do well. (Eg: Front Line, The Micallef Program) We know how to take the pi$$, and The Chaser's War on Everything, is a classic example of how to do it, and how to do it really well. <br /><br />I've been a huge fan of Chris Taylor and Craig Reucassel for a long time. I remember listening to them on Triple J's afternoon show. They were, and remain, two of the funniest comedians around.<br /><br />Although I was sad when they left Triple J, I was excited to find out what they were investing so much time in that made them have to leave. (They were doing CNNNN and Triple J at the same time, so I figured this was something much bigger) And what an amazingly HILARIOUS show Chaser is. Biting political and social satire at it's best.<br /><br />I'm also pleased to say that it has recently received a MUCH better time slot than Friday nights and has been moved to Wednesday nights right after Spicks and Specks. THANK YOU ABC!! Finally I don't have to tape it! :)",1
"I love the comics. Although I do have problems fully understanding the stories  the visual style is unique with all its dirt, dust and decay. So I thought I knew what I was up for. Surprisingly I understood the main plot  but some extremely poorly decisions where made for its visual style. <br /><br />I mean - really bad looking ""CG human actors""-in close ups? Why?! It did not work at all!! Horus - and the other Egyption gods - was successfully made in CG and very close to the comic version. <br /><br />I think with real actors this movie could have been a cult movie. <br /><br />What a shame.",0
"Hmmm, yeah this episode is extremely underrated.<br /><br />Even though there is a LOT of bad writing and acting at parts. I think the good over wins the bad. <br /><br />I love the origami parts and the big 'twist' at the end. I absolutely love that scene when Michelle confronts Tony. It's actually one of my favorite scenes of Season 1. <br /><br />For some reason, people have always hated the Reincarnation episodes, yet I have always liked them. They're not the best, in terms of writing. but the theme really does interest me,<br /><br />I'm gonna give it a THREE star, but if the writing were a little more consistent i'd give it FOUR.",1
"We don't know why this extraordinary film was never made available officially on DVD... Anthony Quinn's performance alone makes this a must-see. There are relatively few films in which an actor identifies so profoundly with his character, a phenomenon always unique for us, moviegoers.<br /><br />But Quinn's powerful portrayal of an innocent Romanian, literally dragged out of his house and everyday life by forces he cannot comprehend, is only part of what makes this film great. The script is based on a book published in Paris by a Romanian priest who fled the Communist take-over of his country, and the film succeeds to go deep into a little known area of East-European history. Told as a succession of Kafka-esquire twists of fate, the misadventures of Johann Moritz (told openly and honestly, without any of the political correctness currently so precious in Hollywood) are in fact a eulogy for the lost innocence of the Romanian people... it is devilishly ironic that this eulogy is signed by a French director, working with the American money of an Italian producer, and overseeing a multinational cast fronted by an extraordinary Mexican-born thespian.<br /><br />I've seen mentions of VCDs of this film in various Asian internet stores, and I was fortunate to take possession of a digital recording of this film, broadcast on the British version of TCM. But it's a shame that ""The 25th Hour"" isn't anywhere on the future DVD release map of MGM studios.",1
"I would just like it to be known, that I do not often rate movies below a 5. I was originally very excited to see this movie. Its numerous trailer bumps on TV for several months made me REAALLY want to see this movie. So, the other night when I saw that it was available on FearNet on Demand, I got some popcorn and sat down to watch the film.<br /><br />The storyline seemed intriguing enough - some dude is butchering unsuspecting people on the subway. There's a photographer obsessed with the missing people. Where are they going? What's happening to them? One day, the photographer sees a connection between some photos he has taken, and becomes obsessed with the butcher, following him around, yada yada. The film had a way of sucking you in, even though the plot was highly predictable. ""Oh no, it's dark, look out behind you"" I say, quite bored with the cheap thrills.<br /><br />The plot, even though predictable, was intriguing...that is, until the end. ""This was good until the end.... Then it just got silly"", says Jack_skellington_freke on the message boards. And I fully agree. And here come the spoilers...<br /><br />See, I was hoping it was some mad killer, some psychotic person obsessed with cannibalism. No. It was some secret society keeping creatures alive for centuries. Woo. How original. How unrealistic. How dull.<br /><br />3/10. Come on Lionsgate. You've had amazing films, but this one sunk.",0
"I wasted 35 minutes of my life on this turkey before I gave up. The main character is completely clueless and astoundingly unsympathetic, but there is no humor in his blundering. As soon as he arrives in Germany, the screenwriter pulls the old ""there's only one room in the hotel, you'll have to share a room with a pretty girl"" stunt. Come on, at least you could let them develop their relationship a bit first. Watch ""It Happened One Night"" to see how to do it right--or any of a thousand movies since then.<br /><br />The acting is consistently third-rate, and the improvised dialogue should have been left on the cutting-room floor. It meanders with no plan at all, despite the fact that the film telegraphs the relationship's destination from the moment Greta is introduced.<br /><br />The first song, in the boardroom, is mildly funny but badly sung. The rest of the songs (well, to be fair, I only heard those in the first half-hour) are just pointless and awful. Most of the singers are painfully out of tune, but not in any intentionally humorous sort of way.",0
"Steven Seagal appears to be sleepwalking through a dreadful movie shot almost entirely in close-up to disguise the complete lack of budget and resources. To pick on the technical flaws - silver F/A-18s and F-14s take of from a carrier for an air-strike, and miraculously become camouflaged F-16s for the actual strike - would give this movie more credibility than it deserves. Suffice it to say that the most interesting thing in the movie is the credit titles which fade on and then disappear in a lightning wipe, which presumably is available to all users of Final Cut Pro. Putting all your creativity into your own credit puts Michael Keusch in the same category as Marcel Mandu.",0
